 ,Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
1,258,114,144,308084,0,TPD54,02-Registered,postRapalog_Cont/
2,159,114,45,429855,1,TPD54,02-Registered,postRapalog_Cont/
3,308,141,167,308084,0,ATG9,02-Registered,postRapalog_Cont/
4,239,141,99,429855,1,ATG9,02-Registered,postRapalog_Cont/
5,347,112,235,96797,0,TPD54,03-Registered,postRapalog_Cont/
6,191,112,79,114200,1,TPD54,03-Registered,postRapalog_Cont/
7,300,138,162,96797,0,ATG9,03-Registered,postRapalog_Cont/
8,225,138,87,114200,1,ATG9,03-Registered,postRapalog_Cont/
9,491,111,380,116188,0,TPD54,04-Registered,postRapalog_Cont/
10,258,111,147,215543,1,TPD54,04-Registered,postRapalog_Cont/
11,335,135,201,116188,0,ATG9,04-Registered,postRapalog_Cont/
12,275,135,140,215543,1,ATG9,04-Registered,postRapalog_Cont/
13,461,108,353,58406,0,TPD54,06-Registered,postRapalog_Cont/
14,186,108,78,76082,1,TPD54,06-Registered,postRapalog_Cont/
15,340,129,211,58406,0,ATG9,06-Registered,postRapalog_Cont/
16,241,129,112,76082,1,ATG9,06-Registered,postRapalog_Cont/
17,608,109,500,142985,0,TPD54,07-Registered,postRapalog_Cont/
18,288,109,180,202782,1,TPD54,07-Registered,postRapalog_Cont/
19,313,127,186,142985,0,ATG9,07-Registered,postRapalog_Cont/
20,245,127,118,202782,1,ATG9,07-Registered,postRapalog_Cont/
21,537,109,428,116072,0,TPD54,09-Registered,postRapalog_Cont/
22,232,109,123,229964,1,TPD54,09-Registered,postRapalog_Cont/
23,276,133,143,116072,0,ATG9,09-Registered,postRapalog_Cont/
24,228,133,95,229964,1,ATG9,09-Registered,postRapalog_Cont/
25,568,111,457,244487,0,TPD54,11-Registered,postRapalog_Cont/
26,272,111,161,306517,1,TPD54,11-Registered,postRapalog_Cont/
27,386,128,258,244487,0,ATG9,11-Registered,postRapalog_Cont/
28,292,128,164,306517,1,ATG9,11-Registered,postRapalog_Cont/
29,403,108,295,77026,0,TPD54,12-Registered,postRapalog_Cont/
30,202,108,94,114025,1,TPD54,12-Registered,postRapalog_Cont/
31,382,122,260,77026,0,ATG9,12-Registered,postRapalog_Cont/
32,259,122,137,114025,1,ATG9,12-Registered,postRapalog_Cont/
33,538,120,418,326587,0,TPD54,15-Registered,postRapalog_Cont/
34,291,120,171,357530,1,TPD54,15-Registered,postRapalog_Cont/
35,492,153,339,326587,0,ATG9,15-Registered,postRapalog_Cont/
36,383,153,231,357530,1,ATG9,15-Registered,postRapalog_Cont/
